"Price","Sq.feet","Title","Address","Date.Posted","Building.Type","Bedrooms","Bathrooms","Utilities","Wi.Fi.and.More","Parking.Included","Agreement.Type","Move.In.Date","Pet.Friendly","Furnished","Air.Conditioning","Personal.Outdoor.Space","Smoking.Permitted","Appliances","Amenities","Description","Visit.Counter","url"
3400,895,"2 Bedroom Plus Den Apartment","Scarborough, ON M1H 1B4","2024-03-12 13:20:41","House","2 + Den","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 1, 2024","No","No","Yes","YardBalcony","No","Laundry (In Building)",NA,"Little Italy Spacious 2 Bedroom Plus Den on 2 full floors.
Fully renovated house in prime area in a quiet neighbourhood in Little Italy.
Open concept apartment with 8 foot ceilings, private entrance, with hardwood floors, granite countertop, stainless steel appliances, bbq picnic area, central air and laundry facilities.
Large living room with large walkout deck.
Located in prime area in a quite neighbourhood in the heart of little Italy, literally steps away from all the amenities little Italy has to offer, shopping and dining on College St.
Ideal for the quiet working professional (2 people maximum), NO SMOKING, NO PETS please as there are tenants with allergies and house shares common HVAC system.
Available May 1st
$3400/mo All Utilities Included.
Street Parking or Parking for one car inside garage extra $200/mo.","16 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-plus-den-apartment/1687992290"
2740,948,"Shallmar Apartments - 2 Bdrm available at 20 Shallmar Boulevard,","20 Shallmar Boulevard, Toronto, ON, M4N 1S5","2024-03-14 13:39:43","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Balcony","No","Laundry (In Building), Dishwasher","Bicycle Parking, Storage Space, Elevator in Building","No Last Month's Rent Deposit",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shallmar-apartments-2-bdrm-available-at-20-shallmar-boulevard/1670650248"
2800,800,"2 bedroom condo for rent, highway 7 and leslie","Toronto, ON M4W 3Z4","2024-03-13 03:33:38","Condo","2","2","Hydro_No,Heat_No,Water_Yes","Not Included","1","1 Year","April 1, 2024","No","No","Yes","Balcony","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Location address: 376 Highway 7 East, Royal Garden (Bayview Ave and Leslie St), Richmond Hill Corner 2-bedroom condo unit with a gorgeous layout in spacious Royal Garden Condo Apartment. Unit includes: 2 bed rooms, 2 full bath rooms, an open concept kitchen and a living room, engineering hardwood flooring throughout whole unit with a walk out balcony, a parking and a locker. Enjoy easy access to major transportation routes. Steps to Hwy 7 & bayview New Viva Route Stops, Langstaff GO Train Station, close to Hwy 404 & 407, restaurants, shopping and entertainments. Asking: $2900 /month Rent includes: water, an underground parking and a locker space. You pay your own electricity bill and tenant liability insurance.","24 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-condo-for-rent-highway-7-and-leslie/1688067436"
1750,1,"Superb 1BD/1BTH Basement Apt, close to TTC + more! $1750/mth","East York, ON M4C 5C2","2024-02-13 20:59:51","Basement","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year","March 1, 2024","No","No","Yes","Not Included","Outdoors only","Laundry (In Building), Fridge / Freezer",NA,"We are looking for someone (hopefully you) to move into our basement apartment! Available for move-in March 1st
$1750/month
Here are the basic details:
Fiished 1 BR Basement apartment:
(Living Room/Bedroom/Kitchen/Bathroom)
Kitchen has: SS Fridge, Electric stove w/ Oven, good counter space, ample cupboards
Full Bathroom w/ shower
Personal Washer/Dryer (not coin operated)
Apartment gets good afternoon light - southern light exposure
Shared heating / AC
Small additional storage space
Bedroom (11.5 x 10) w/ closet (can probably fit a queen size bed)
Private Entrance
GREAT LOCATION!
Blocks away from 2 parks
Very close to 23 & 404 Bus lines
10 minute walk to either Victoria Park or Main St. (#2 train) subway station
Near commerce section of Danforth Ave (many supermarkets, and everyday-need places within walking distance)
Internet not included","220 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/superb-1bd-1bth-basement-apt-close-to-ttc-more-1750-mth/1685216273"
2000,600,"Basement apartment yonge/steeles $2000","Crispin Crescent, North York, ON M2R","2024-02-26 09:31:19","Basement","1","1",NA,"Not Included","0","1 Year","March 1, 2024","No","Yes","Yes","Not Included","No",NA,NA,"Furnished complete 1 bedroom basement
Great for one or two people.
1/4 utilities must be paid
apartment near Yonge/Steeles
Furnished
Working Female or student
Include internet
No parking
No Pet/No Smoker
Near all facilities
1 month extra rent required as deposit for final utility calculation.
First and last three months required
$500 key deposits
Call 4168358379 for viewing","49 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-yonge-steeles-2000/1686476132"
2450,650,"Large 1 bedroom apartment in North York","North York, ON M4A",NA,"Apartment","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","1","1 Year","March 1, 2024","Yes","No","Yes","Balcony","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","1720 Eglinton Ave East, North York","145 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bedroom-apartment-in-north-york/1682643924"
2299,590,"1 Bedroom C2 Apartment for Rent - 1862 Bathurst Street","1862 Bathurst Street, Toronto, ON, M5P 3K8","2024-03-13 14:19:49","Apartment","1","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year","April 30, 2024","Yes","No","No","Not Included","No",NA,NA,"Current Promotions",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-c2-apartment-for-rent-1862-bathurst-street/1687383676"
1500,300,"Humber College Lakeshore Bachelor Apt","Etobicoke, ON M8V 1K2","2024-03-07 18:58:37","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 1, 2024","Limited","No","No","Not Included","Outdoors only","Fridge / Freezer",NA,"Newly Updated Studio apartment above nail salon. New Hardwood floors throughout, skylight and full bath. We allow small pets. Secure and well maintained building with good neighbours. Street permit parking. This unit is perfect for a mature student or working professional. Must have Good Credit. Available May 1st. $1500 plus hydro. Minimum one year Lease. Call 416-464-4048 *SUITABLE FOR ONE PERSON ONLY","174 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/humber-college-lakeshore-bachelor-apt/1687564490"
1200,600,"One bedroom in Basement Close to subway Sheppard Centre","North York, ON M2N 2J3","2024-02-27 04:27:56","Basement","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year","March 1, 2024","No","Yes","Yes","Not Included","No","Laundry (In Unit), Fridge / Freezer",NA,"Beautiful Separate entrance to totally finished basement in law apartment, Totally Renovated, a very beautiful, 1 bedroom, Share: 1-4 Piece bath, Kitchen, Living area, Dining room,","544 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-in-basement-close-to-subway-sheppard-centre/1686575557"
949,250,"Live in the Heart of the Annex, steps to TTC, Subway, resturants","North York, ON M6L 2L9","2024-02-29 20:28:16","Apartment","Bachelor/Studio","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year","March 1, 2024","No","Yes","No","Not Included","No","Fridge / Freezer",NA,"Call only, e-mails will not be responded to. Call 416-276-0678.","429 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/live-in-the-heart-of-the-annex-steps-to-ttc-subway-resturants/1686868572"
2610,501,"1 Bedroom Apartment for Rent - 25 Ordnance Street","25 Ordnance Street, Toronto, ON, M6K 0H4","2024-03-13 21:07:45","Apartment","1","1",NA,"Cable / TV","0","1 Year",NA,"Yes","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Experience Novus - a new rental community in the heart of Liberty Village offering hotel-like amenities and thoughtfully designed suites.",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-25-ordnance-street/1683987629"
1849,676,"Etobicoke 1 Bedroom Apartment for Rent - 5, 15, 25, 35 Jansusie","35 Jansusie Road, Etobicoke, ON, M9W 4V4","2024-03-13 19:39:07","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Laundry (In Building), Fridge / Freezer",NA,"Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-1-bedroom-apartment-for-rent-5-15-25-35-jansusie/1687347847"
1250,600,"1 bedroom 1 washroom private unit (Female Only)","Balford Ave, Scarborough, ON M1L 3W2","2024-03-13 18:40:00","Apartment","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Internet","1","Month-to-month","March 15, 2024","No","No","No","Yard","No","Laundry (In Unit)","24 Hour Security","1 bedroom 1 washroom basement unit is up for rent. You can have 1 car parking spot for free. Laundry room will be shared and there’s no separate entrance.
* 2 minute walk to bus stop
* 20 minute walk to Victoria station
* Minutes away from grocery stores, restaurants, petrol station etc.
My wife and I are looking female tenants or a couple (Not more than 2 people). Room can be fully furnished with extra charges.
Employment, pay stubs, and credit score information would be requested. First and last month is required.
Move in date: ASAP","71 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-washroom-private-unit-female-only/1688127454"
2725,701,"1065 Eglinton Ave West - 2 Bedroom Apartment for Rent","1065 Eglinton Ave., Toronto, ON, M6C 2E1","2024-03-11 16:06:20","Apartment","2","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year","April 30, 2024","No","No","No","Not Included","No",NA,NA,"Location Details",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1065-eglinton-ave-west-2-bedroom-apartment-for-rent/1687482719"
2500,1,"2 Bedroom Apartment Scarborough","Livingston Rd, Scarborough, ON M1E 1M2","2024-02-12 16:09:03","Apartment","2","1",NA,"Not Included","0","1 Year","February 13, 2024","Limited","No","Yes","Not Included","Outdoors only",NA,NA,"PLEASE READ DESCRIPTION!!!!","151 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-scarborough/1685089263"
1100,699,"1 big den + private washroom for rent","125 Redpath Ave, Toronto, ON M4S 0B5","2024-03-11 20:51:33","Condo","1 + Den","1",NA,"Internet","0","Month-to-month","May 1, 2024","No","No","Yes","Not Included","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Elevator in Building","NOT FOR 2 PEOPLE!
Rent : 1100 all inclusive
Kindly read description before reaching out please
Women preferred
Viewings are welcome
- 1 bedroom and bathroom in a shared 2 bed 2 bath apartment
- you will have to share the kitchen and living area with another friendly couple
- it is 5 mins from eglinton subway station and 20 mins from union by line 1
- room is good for 1 person only
- unfurnished (will come with a bed if needed)
- it is a condo with gym, theatre, games area, patio ( free for use)
- no parking but you can rent it from someone else in the apartment if you want
- closet space outside room
- grocery stores nearby : metro & loblaws 2 mins walking distance
Required:
First and last month rent
-key deposit
-application form
It is a month to month lease
No negotiations please and available only from May 1
Please message me if you have any other questions.","135 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-big-den-private-washroom-for-rent/1687942591"
2995,650,"2BR Apartment - Upper Forest Hill","1006 Eglinton Ave W, Toronto, ON M6C 2C5",NA,"Apartment","2","1",NA,"Not Included","0","1 Year","March 31, 2024","No","No","Yes","Not Included","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Bicycle Parking, Storage Space","Be the first to enjoy this brand new renovated urban condo alternative 2bedrooms/1 Bath conveniently nestled on the 2nd floor offering a perfect blend of stylish residential tranquility and convenience of city living in the heart of mid-town Toronto. Enjoy a bright, open-concept and optimized floorplan with luxury finishes and ALL brand-new hardwood floors, custom cabinetry, quartz counters, mechanical, windows, doors, insulation, plumbing, millwork and ample storage. 2 street-level egress with private entry to 2nd floor. 2 Bedrooms include closet organizers, 4pc bath incl curbless shower, heated floors & towel rack, LED medicine cabinet, ensuite washer/dryer. Custom kitchen w/Quartz backsplash and waterfall breakfast bar. Everything you need at your doorstep parks, cafe, retail, restaurants, gym,/rec centre, library, theatre, TTC & min walk to Subway.**** EXTRAS **** Utilities Excluded: $125 flat fee/mth for gas, water. Hydro (metered sep monthly).","51 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2br-apartment-upper-forest-hill/1683158901"
2900,700,"Apartment for lease","355 Mt Pleasant Rd, Toronto, ON M4T 2C7","2024-03-08 16:34:06","Apartment","2","1",NA,"Not Included","1","1 Year","May 1, 2024","Yes","No","Yes","Not Included","No",NA,NA,"Second floor apartment for lease","28 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-lease/1687639375"
2150,409,"Renovated one bedroom, Church and Wellesley - ID 1373","54 Maitland Street, Toronto, ON, M4Y 1C5","2024-02-17 13:24:00","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 8, 2024","Yes","No","No","Not Included","No","Laundry (In Building), Dishwasher, Fridge / Freezer",NA,NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-church-and-wellesley-id-1373/1685557369"
2000,400,"Little-Italy Jr. 1 Bedroom for rent","Toronto, ON M6G",NA,"Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","February 1, 2024","No","No","Yes","Yard","No","Laundry (In Unit), Fridge / Freezer",NA,"Gorgeous Junior 1 bedroom, 3rd floor apartment. Perfect fit for a young professional/student who would love to live close to all amenities.","814 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/little-italy-jr-1-bedroom-for-rent/1678021529"
2095,390,"Bachelor Apartment for Rent - 160 Erskine Avenue","160 Erskine Avenue, Toronto, ON, M4P 1Z3","2024-03-14 14:07:17","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 1, 2024","Limited","No","No","Not Included","No","Fridge / Freezer","Pool","$500 Move-In Bonus!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-160-erskine-avenue/1684195313"
1997,352,"2367 Queen St. E - Studio Apartment for Rent","2367 QUEEN ST E, Toronto, ON, M4E 1H2","2024-03-09 03:39:19","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No","Laundry (In Building), Dishwasher, Fridge / Freezer",NA,"Building Features",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2367-queen-st-e-studio-apartment-for-rent/1687611895"
2716,857,"2 Bedroom Apartment for Rent - 5600 Sheppard Avenue E","5600 Sheppard Avenue E, Toronto, ON, M1B 2L4","2024-03-13 14:15:44","Apartment","2","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No",NA,NA,"Current Promotions",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-5600-sheppard-avenue-e/1684188987"
2649,881,"Eglinton and Kennedy Scarborough 2 Bedroom Apartment for Rent -","806 Kennedy Road, Scarborough, ON, M1K 2E1","2024-03-14 13:49:44","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Balcony","No","Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space, Elevator in Building","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/eglinton-and-kennedy-scarborough-2-bedroom-apartment-for-rent/1687981307"
2400,589,"214 St George - 1 Bedroom Apartment for Rent","214 St. George Street, Toronto, ON, M5R 2N8","2024-03-10 08:53:18","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Balcony","No","Laundry (In Building)","Storage Space","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/214-st-george-1-bedroom-apartment-for-rent/1681570556"
2299,490,"797 Jane Street - Hannah Woods Apartment for Rent","797 Jane Street, Toronto, ON, M6N 4B8","2024-03-05 15:21:44","Apartment","1","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Elevator in Building","Welcome to The Woods at 797 Jane Street. This rental community is situated in a lush greenspace that backs onto Black Creek Trail. Your home is near Dalrymple Park, Westlake Memorial Park and Lavender Creek Trail – the perfect place to walk your dog or take the kids to the playground. There are several schools and restaurants within walking distance. Your new home is located near Highway 400 and 401, and Lawrence Avenue West Station is only minutes away – so getting anywhere in Toronto from here is easy. In the same plaza as the station, you'll find a Metro grocery store, Walmart Pharmacy, the LCBO, and many retail stores. nullBuilding OverivewWelcome to The Woods at 797 Jane Street. This rental community is situated in a lush greenspace that backs onto Black Creek Trail. Your home is near Dalrymple Park, Westlake Memorial Park and Lavender Creek Trail – the perfect place to walk your dog or take the kids to the playground. There are several schools and restaurants within walking distance. Your new home is located near Highway 400 and 401, and Lawrence Avenue West Station is only minutes away – so getting anywhere in Toronto from here is easy. In the same plaza as the station, you'll find a Metro grocery store, Walmart Pharmacy, the LCBO, and many retail stores.Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/797-jane-street-hannah-woods-apartment-for-rent/1684150848"
1500,500,"PRIVATE BASEMENT APARTMENT, LOCATED AT KENNEDY/LAWRENCE EAST","Scarborough, ON M1P 1S7","2024-03-14 01:15:31","Basement","1 + Den","1","Hydro_Yes,Heat_Yes,Water_Yes","Internet","0","1 Year","April 1, 2024","No","No","Yes","Yard","No","Laundry (In Building), Fridge / Freezer",NA,"PLEASE READ THE ENTIRE AD BEFORE CONTACTING ME. PLEASE TEXT, MESSAGE OR CALL ME AT THE LISTED NUMBER FOR QUICK RESPONSES. IF THE AD IS STILL UP, IT IS STILL AVAILABLE.","2,534 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/private-basement-apartment-located-at-kennedy-lawrence-east/1685515558"
2716,857,"2 Bedroom Apartment for Rent - 5600 Sheppard Avenue E","5600 Sheppard Avenue E, Toronto, ON, M1B 2L4","2024-03-13 14:15:44","Apartment","2","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No",NA,NA,"Current Promotions",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-5600-sheppard-avenue-e/1684188987"
1700,900,"Spacious 1 Bedroom Basement Apartment in Scarborough","Scarborough, ON M1X 2A8","2024-03-09 17:04:45","Basement","1","1",NA,"Not Included","1","1 Year","April 1, 2024","No","No","Yes","Not Included","No","Laundry (In Unit), Fridge / Freezer",NA,"Brand New Open Concept Professionally Finished Basement Available in Scarborough (Staines & Steeles) with the following Features:
- 1 large bedrooms with window
- Elegant kitchen with lots of cabinets, quarts countertops & brand new appliances
- Spacious washroom with standing shower
- Close to major roads and walking distance to TTC transit (TTC bus 53A and 953A)
- Nearby Schools, Hospital, Library, Rec Center, Wal-Mart, Grocery stores, Many Restaurants, Amazon warehouse and much more
- 1 parking space available
- Private Entrance; Very Safe and Friendly Neighborhood.
- Available April 1st @ $1,700 + utilities
- Non Smokers & No Pets Please
- Looking for small family or professional adults
Rental Application, Employment letter and Credit report will be required. First and last months' rent & 10 post-dated cheques are preferred.
Serious applicants message only or call 416-704-0412.","85 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-1-bedroom-basement-apartment-in-scarborough/1687731708"
2450,550,"Lakeview apartment for rent","Bay Street, Toronto, ON",NA,"Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 1, 2024","Limited","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","One bedroom apartment,in beautiful Harbourfront area available for rent.Close to Scotiabank arena,Union station,shops ,restaurants,parks.Prise is $2450 per month.","60 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lakeview-apartment-for-rent/1684842840"
2275,500,"Completely Renovated 1bd - 20 Teesdale Place","20 Teesdale Place, Scarborough, ON, M1L 1L1","2024-03-12 19:54:01","Apartment","1","1","Hydro_No,Heat_No,Water_Yes","Not Included","1","Not Available","February 15, 2024","Yes","No","No","Not Included","No","Fridge / Freezer","Storage Space, Elevator in Building","Welcome to Dentonia Court at 20 Teesdale Place! Conveniently located steps from parks and transit, this building's amenities include 24-hour onsite maintenance, parcel lockers, storage lockers, on-site playground, parking and laundry facilities",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/completely-renovated-1bd-20-teesdale-place/1688028430"
2400,650,"Lawrence Park One Bedroom Apartment","Toronto, ON M4N 1E9","2024-03-14 00:06:18","Basement","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 1, 2024","No","No","Yes","Not Included","No","Laundry (In Unit), Dishwasher, Fridge / Freezer",NA,"Brand New Legal Apartment - Never Lived IN. Prime Lawrence Park! Set On A Quiet Cul-De-Sac Of Glengowan Rd. Backing On To Ravine W/ Direct Access To Park Walking Trails And Tennis Club. Tons of Natural Light W/ Gorgeous View Of The Blythwood Ravine. Large Windows in Bedroom and all Livingt Spaces. Walk To Subway, Shop, Restaurants On Yonge. Choice Of Public & Private Schools Including Blythwood Ps (9.3 Rating)- Walk, Run, Bike From The End Of Your Backyard. Heated Pathway Leads to Backyard Private Entrance.","6 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lawrence-park-one-bedroom-apartment/1688156866"
2100,500,"Skyliner - Studio Apartment for Rent","224 St. George Street, Toronto, ON, M5R 2N9","2024-03-08 05:51:55","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 1, 2024","Yes","No","No","Not Included","No","Laundry (In Building)","Storage Space","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/skyliner-studio-apartment-for-rent/1686593628"
2150,616,"renovated one bedroom, eglinton and dvp - ID 1957","55 Eccleston Drive, Toronto, ON, M4A 1L1","2024-03-13 13:00:00","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 3, 2024","Yes","No","No","Not Included","No","Laundry (In Unit), Laundry (In Building), Dishwasher","Storage Space, Elevator in Building",NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-eglinton-and-dvp-id-1957/1688077712"
2819,904,"50 Driftwood - Ruby Heights Apartment for Rent","50 Driftwood, Toronto, ON, M3N 2M6","2024-03-03 00:08:58","Apartment","2","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Storage Space, Elevator in Building","Ruby Heights, located in the North York district of Toronto, has a modern flare, with bright and spacious apartments. The building is surrounded by lush green lawns, mature trees, and beautifully maintained flower beds. Ruby Heights also has a large modern lobby, and newly renovated laundry room with new front load washers, and brand new elevators.There is truly nothing else like Ruby Heights in the area, from its update corridors, to freshly painted and renovated suites, it is definitely a show piece.Units are renovated by rental commencement date and include refinished floors, ceramic tiles, updated kitchens with backsplash. nullBuilding OverivewRuby Heights, located in the North York district of Toronto, has a modern flare, with bright and spacious apartments. The building is surrounded by lush green lawns, mature trees, and beautifully maintained flower beds. Ruby Heights also has a large modern lobby, and newly renovated laundry room with new front load washers, and brand new elevators.There is truly nothing else like Ruby Heights in the area, from its update corridors, to freshly painted and renovated suites, it is definitely a show piece.Units are renovated by rental commencement date and include refinished floors, ceramic tiles, updated kitchens with backsplash.Current PromotionsOffering 1 Fully Furnished 1-Bedroom Suite!Say goodbye to the headache of furnishing your new home! Our furnished suites offer a seamless and stress-free transition in to your new living space. Call now to secure your ready made apartment today!* Valid on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!Offering 1 Fully Furnished 2-Bedroom Suite!Say goodbye to the headache of furnishing your new home! Our furnished suites offer a seamless and stress-free transition in to your new living space. Call now to secure your ready made apartment today!* Valid on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/50-driftwood-ruby-heights-apartment-for-rent/1684150841"
2300,500,"1 bdr condo Loblaws building - high floor city VIEW","Toronto, ON M5V 0N2",NA,"Apartment","1","1",NA,"Not Included","0","1 Year","February 10, 2024","No","Yes","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer",NA,"1 Bedroom Unit in the renowned Loblaws building complex
Living room can be converted into a den to accommodate an extra bed","182 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdr-condo-loblaws-building-high-floor-city-view/1682518150"
2500,750,"Marlee & Glencairn - Bathurst & Eglinton- One Bedroom Apartment","360 Ridelle Avenue, York, ON","2024-03-13 14:50:32","Apartment","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Cable / TVInternet","1","1 Year","April 1, 2024","No","No","No","Balcony","No","Laundry (In Building), Fridge / Freezer","Gym, Pool, 24 Hour Security, Elevator in Building","Available April 1st
2,500/month all utilities are included.
Internet & Cable included
One parking space in basement included
No pets please
This is a non smoking building.","14 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/marlee-glencairn-bathurst-eglinton-one-bedroom-apartment/1688102573"
1895,500,"1 Bedroom at Yonge / Eglinton","2099 Yonge Street, Toronto, ON, M4S 2A4","2024-03-12 19:54:01","Apartment","1","1","Hydro_No,Heat_No,Water_Yes","Not Included","1","Not Available","February 14, 2023","Yes","No","No","Not Included","No","Fridge / Freezer",NA,NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-at-yonge-eglinton/1688028609"
2295,680,"Chatsworth Apartments - 1 Bdrm available at 2928 Yonge Street, T","2928 Yonge Street, Toronto, ON, M4R 2K2","2024-03-14 16:50:45","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Laundry (In Building), Fridge / Freezer","Elevator in Building","1 Month Free Rent",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/chatsworth-apartments-1-bdrm-available-at-2928-yonge-street-t/1663969893"
2099,655,"1 Bedroom Apartment for Rent - 55 Triller Ave","55 Triller Ave, Toronto, ON, M6R 2H6","2024-03-14 13:26:43","Apartment","1","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No","Laundry (In Building)","Elevator in Building","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-55-triller-ave/1684189348"
